n_experimento;feecha_hora;tiempo_procesamiento;modelo;algoritmo;hiperparametros;estandarizacion;resampling;tn;fp;fn;tp;accuracy;balanced_accuracy;precision;recall;f1score;roc_auc_score_train;roc_auc_score_test;otras_metricas;dataset_trainX;dataset_trainY;dataset_testX;dataset_testY;extras_idmodelo
29;07/04/2022 2:59;0 days 00:04:41.627661;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 250, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});11651;2563;198;421;0.8138609856401268;0.749907029248053;0.1410857908847185;0.6801292407108239;0.23369414376908135;0.749907029248053;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};638002
29;07/04/2022 3:01;0 days 00:01:59.843462;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});11647;2567;191;428;0.8140632373761209;0.7554206040007428;0.14290484140233722;0.691437802907916;0.23685666851134474;0.7554206040007428;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};406444
29;07/04/2022 3:06;0 days 00:04:42.484827;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 250, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});11673;2541;191;428;0.8158160857547361;0.7563351952488082;0.14415628157628832;0.691437802907916;0.23857302118171683;0.7563351952488082;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};828790
29;07/04/2022 3:08;0 days 00:01:55.105018;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});11647;2567;195;424;0.8137935683947954;0.7521895862301451;0.14175860916081578;0.6849757673667205;0.23490304709141271;0.7521895862301451;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};527795
29;07/04/2022 3:13;0 days 00:04:51.478962;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 250, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});11623;2591;198;421;0.8119733027708488;0.7489220848270597;0.1397742363877822;0.6801292407108239;0.23189204076012115;0.7489220848270597;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};778695
29;07/04/2022 3:15;0 days 00:01:58.950503;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});11662;2552;189;430;0.8152093305467538;0.7575637616830024;0.1441985244802146;0.6946688206785138;0.23882254929186336;0.7575637616830024;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};104255
29;07/04/2022 3:20;0 days 00:04:47.128704;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 250, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});11694;2520;198;421;0.8167599271893751;0.7514196224660071;0.1431485889153349;0.6801292407108239;0.23651685393258426;0.751419622466007;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};390597
29;07/04/2022 5:05;0 days 01:31:34.725951;sobrecostos;regresion_logistica;{'penalty': 'l1', 'C': 1, 'random_state': 42, 'class_weight': 'balanced'};Standard;NoneCounter({0.0: 56854, 1.0: 2476});10864;3350;156;463;0.7636351378682668;0.7561487422921223;0.12142669813794912;0.7479806138933764;0.20893501805054152;0.7561487422921224;0.86(0.01);{'r2': -4.910632376143752};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};{'id_modelo': 158504}
29;07/04/2022 9:03;0 days 00:02:29.759837;sobrecostos;regresion_logistica;{'penalty': 'l2', 'C': 1, 'random_state': 42, 'class_weight': 'balanced'};Standard;NoneCounter({0.0: 56854, 1.0: 2476});10873;3341;156;463;0.7642418930762489;0.7564653315702987;0.12171398527865405;0.7479806138933764;0.20936016278543976;0.7564653315702987;0.86(0.01);{'r2': -4.895459617619709};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};{'id_modelo': 733881}
29;07/04/2022 9:08;0 days 00:05:12.312527;sobrecostos;regresion_logistica;{'penalty': 'l2', 'C': 10, 'random_state': 42, 'class_weight': 'balanced'};Standard;NoneCounter({0.0: 56854, 1.0: 2476});10866;3348;156;463;0.7637699723589294;0.7562190954650504;0.12149042246129625;0.7479806138933764;0.2090293453724605;0.7562190954650504;0.86(0.01);{'r2': -4.907260652027298};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};{'id_modelo': 679977}
29;07/04/2022 3:22;0 days 00:01:58.340694;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});11242;2842;166;452;0.7954019861243369;0.7648011606734995;0.13721918639951428;0.7313915857605178;0.2310838445807771;0.7648011606734995;0.85(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};294685
29;07/04/2022 3:27;0 days 00:04:45.431114;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 250, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});11251;2833;157;461;0.7966263093456672;0.7724022255739718;0.13995142683667275;0.7459546925566343;0.23568507157464214;0.7724022255739718;0.85(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};484314
29;07/04/2022 3:29;0 days 00:01:59.871061;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});11337;2747;155;463;0.8026118895388382;0.7770734584632749;0.1442367601246106;0.7491909385113269;0.241901776384535;0.7770734584632748;0.85(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};742142
29;07/04/2022 3:33;0 days 00:04:46.418048;sobrecostos;Random_Forest;{'max_depth': 10, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 250, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});11265;2819;152;466;0.7979186505237382;0.7769445509099817;0.14185692541856926;0.7540453074433657;0.2387906738406354;0.7769445509099816;0.85(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};135939
28;06/04/2022 19:09;0 days 00:00:19.098974;sobrecostos;lightgbm;{'n_estimators': 10, 'boosting_type': 'gbdt', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});13013;1201;320;299;0.8974583698510079;0.6992714980088575;0.19933333333333333;0.48303715670436187;0.2822085889570552;0.6992714980088576;0.85(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};2259442827
27;06/04/2022 20:21;0 days 01:03:32.684913;sobrecostos;lightgbm;{'n_estimators': 3000, 'boosting_type': 'dart', 'is_unbalance': True, 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});13883;331;398;221;0.9508528281534416;0.6668702817059247;0.4003623188405797;0.3570274636510501;0.37745516652433814;0.6668702817059246;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};396608
27;06/04/2022 21:42;0 days 00:02:24.836658;sobrecostos;Random_Forest;{'max_depth': None, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14152;62;516;103;0.9610328321984763;0.5810177592321206;0.6242424242424243;0.16639741518578352;0.2627551020408163;0.5810177592321206;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};411138
27;06/04/2022 21:45;0 days 00:02:14.767743;sobrecostos;Random_Forest;{'max_depth': None, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14091;123;500;119;0.9579990561585654;0.5917960585402047;0.49173553719008267;0.19224555735056542;0.2764227642276422;0.5917960585402047;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};755989
27;06/04/2022 21:50;0 days 00:02:19.765259;sobrecostos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14140;74;517;102;0.9601564080091688;0.5797878857519027;0.5795454545454546;0.16478190630048464;0.25660377358490566;0.5797878857519028;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};819707
27;06/04/2022 21:53;0 days 00:02:15.718418;sobrecostos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14090;124;503;116;0.95772938717724;0.5893376186257923;0.48333333333333334;0.18739903069466882;0.270081490104773;0.5893376186257924;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};563928
27;06/04/2022 22:00;0 days 00:02:21.983092;sobrecostos;Random_Forest;{'max_depth': None, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14094;120;505;114;0.9578642216679026;0.5878628160863496;0.48717948717948717;0.1841680129240711;0.2672919109026964;0.5878628160863496;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};627383
27;06/04/2022 22:06;0 days 00:02:19.811008;sobrecostos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14136;78;518;101;0.959819321782512;0.578839424963397;0.5642458100558659;0.1631663974151858;0.2531328320802005;0.578839424963397;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};169978
27;06/04/2022 22:08;0 days 00:02:21.486825;sobrecostos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 15, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14098;116;501;118;0.9584035596305535;0.5912345402028035;0.5042735042735043;0.19063004846526657;0.2766705744431419;0.5912345402028035;0.87(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};222380
27;06/04/2022 20:27;0 days 00:06:26.964116;sobrecostos;XGB;{'n_estimators': 100, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 75, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});7312;6772;37;581;0.5368657325533941;0.7296500699915165;0.07901536787705699;0.9401294498381877;0.1457784468699034;0.7296500699915165;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};{'id_modelo': 439192}27|07/04/2022 00:17:42|0 days 00:00:18.252249|sobrecostos|regresion_logistica|{'penalty': 'l2', 'C': 0.001, 'random_state': 42, 'class_weight': 'balanced'}|Standard|NoneCounter({0.0: 56854, 1.0: 2476})|10931|3283|163|456|0.767680172588148|0.7528512924866676|0.12195774271195507|0.7366720516962844|0.20927030748049566|0.7528512924866676|0.85(0.01)|{'r2': -4.809480652650134}|{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)}|{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)}|{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)}|{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)}|{'id_modelo': 631156}
27;06/04/2022 20:34;0 days 00:06:21.660463;sobrecostos;XGB;{'n_estimators': 100, 'max_depth': 5, 'min_child_weight': 0.01, 'scale_pos_weight': 75, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});10264;3820;118;500;0.7321452863555978;0.7689158622008128;0.11574074074074074;0.8090614886731392;0.2025111381125962;0.7689158622008126;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};{'id_modelo': 620408}
27;06/04/2022 20:40;0 days 00:06:23.393764;sobrecostos;XGB;{'n_estimators': 100, 'max_depth': 5, 'min_child_weight': 1, 'scale_pos_weight': 75, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});7372;6712;41;577;0.5406747381308665;0.7285439007195844;0.07916037865276444;0.9336569579288025;0.14594662956873658;0.7285439007195845;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};{'id_modelo': 716399}
27;06/04/2022 20:47;0 days 00:06:21.068772;sobrecostos;XGB;{'n_estimators': 100, 'max_depth': 5, 'min_child_weight': 1, 'scale_pos_weight': 75, 'learning_rate': 0.3, 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});10304;3780;115;503;0.7350700584954428;0.7727630977886726;0.11744104599579734;0.813915857605178;0.20526423178943073;0.7727630977886725;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};{'id_modelo': 110184}
27;06/04/2022 20:59;0 days 00:12:33.135187;sobrecostos;XGB;{'n_estimators': 100, 'max_depth': 10, 'min_child_weight': 0.01, 'scale_pos_weight': 75, 'learning_rate': 0.05, 'n_jobs': 4};Standard;NoneCounter({0.0: 56332, 1.0: 2472});10301;3783;125;493;0.7341858250578153;0.7645659790678031;0.11529466791393826;0.7977346278317152;0.20147118921127913;0.7645659790678032;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_x_train.csv', 'shape': (58804, 190)};{'nombre': 'data/sobrecostos/train/dataframe_sinnulls_v3_y_train.csv', 'shape': (58804, 1)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_x_test.csv', 'shape': (14702, 189)};{'nombre': 'data/sobrecostos/test/dataframe_sinnulls_v3_y_test.csv', 'shape': (14702, 1)};{'id_modelo': 863167}
27;06/04/2022 21:40;0 days 00:02:24.653490;sobrecostos;Random_Forest;{'max_depth': None, 'max_features': 'auto', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14174;40;544;75;0.9606283287264883;0.5591745197401455;0.6521739130434783;0.12116316639741519;0.20435967302452315;0.5591745197401455;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};258482
27;06/04/2022 21:47;0 days 00:02:22.106645;sobrecostos;Random_Forest;{'max_depth': 50, 'max_features': 'auto', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14179;35;548;71;0.9606957459718196;0.5561193849018682;0.6698113207547169;0.1147011308562197;0.19586206896551725;0.5561193849018682;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_ceros_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_ceros_v3_y_test.csv', 'shape': (14833, 1)};296509
27;06/04/2022 21:55;0 days 00:02:22.539923;sobrecostos;Random_Forest;{'max_depth': None, 'max_features': 'auto', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42, 'class_weight': 'balanced', 'n_jobs': 4};Standard;NoneCounter({0.0: 56854, 1.0: 2476});14182;32;545;74;0.9611002494438077;0.5586481779892086;0.6981132075471698;0.11954765751211632;0.20413793103448277;0.5586481779892087;0.86(0.01);;{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_x_train.csv', 'shape': (59330, 190)};{'nombre': 'data/sobrecostos/train/dataframe_nuevenueve_v3_y_train.csv', 'shape': (59330, 1)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_x_test.csv', 'shape': (14833, 189)};{'nombre': 'data/sobrecostos/test/dataframe_nuevenueve_v3_y_test.csv', 'shape': (14833, 1)};474823
